CID,Type,Impact,First Detected,Severity,Component,File,Function,1. ABK_Code_Type,2. ABK_Classification,ABK_Tags,3. ABK_Initial_Triaged,ABK_AutoTriage,Last Triage Comment,Checker,CWE,Comparison,Issue Kind,Last Snapshot Stream,Line Number
29415,Out-of-bounds access,High,04/29/25,Critical,Other,/code/src/client/cl_transients_visibility.cpp,CL_TransientsVisibility_FillVisibilityHintBitArray,Production,Suspicious,,2025-05-09,false,"The for loop will only execute when using CLIENT_SYSTEM, where MAX_LOCAL_CLIENTS and cl_maxLocalClients may be higher than 1. In this case, there is an assert in CL_TransientsVisibility_GetVisibilityHintBitArray to check the array count but could be a problem when asserts are compiled out of the release version.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,88
29412,Out-of-bounds access,High,04/29/25,Critical,Other,/code/src/online/notifications/online_notification_service.cpp,RegisterNotificationCallback,Production,Suspicious,,2025-05-01,false,no bounds checking,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,270
29407,Out-of-bounds access,High,04/29/25,Critical,Other,/code/src/online/notifications/online_notification_service.cpp,RegisterReadyCallback,Production,Suspicious,,2025-05-01,false,no bounds checking,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,257
29406,Out-of-bounds access,High,04/29/25,Critical,Other,/code/src/game_iw9/cgame/cg_world_streaming.cpp,CG_WorldStreaming_TouchClientStreamManualViews,Production,Suspicious,,2025-05-08,false,No bounds check an asserts in BG_WorldStreaming_GetStreamManualViewTypeForWorldViewType show concern,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,869
29397,Out-of-bounds access,High,04/29/25,Critical,Other,/code/src/qcommon/keybinds.cpp,SetLinked,Production,Suspicious,,2025-04-30,false,"KeyBindsDef_GetLink can return NONE which is 511 ""qcommon/keybind.h""",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29391,Out-of-bounds access,High,04/29/25,Critical,Other,/code/common/libs/fracture/fracture/half_edge_clipper.cpp,GetHalfEdgeMesh,Production,Suspicious,,2025-05-08,false,No bounds checking and sanitymsg shows concern,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,37
29390,Out-of-bounds access,High,04/29/25,Critical,Other,/code/common/libs/MathCore/MathCore/math_ops.cpp,TriDiagQL,Production,Suspicious,,2025-05-09,false,"m can be 3 when l is 2, then l + 1 will be equal to 3. When this is used to index into the array it does appear to access out of bounds memory. There is an assert on the array which implies it should be checked for production code.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29388,Out-of-bounds access,High,04/29/25,Critical,Other,/code/src/qcommon/keybinds.cpp,SetLinked,Production,Suspicious,,2025-04-30,false,"KeyBindsDef_GetLink can return NONE which is 511 ""qcommon/keybind.h""",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,404
29386,Out-of-bounds access,High,04/29/25,Critical,Other,/code/src/qcommon/keybinds.cpp,GetConflicts,Production,Suspicious,,2025-04-30,false,"KeyBindsDef_GetLink can return NONE which is 511 ""qcommon/keybind.h""",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,295
29376,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_targets.cpp,Target_Alloc,Production,Suspicious,,2025-03-20,false,"For loop will only exit when targetIndex is = MAX or (if ( !s_targGlob.targets[targetIndex].ent.isDefined() ))  If the later doesn't happen, targetIndex will be out of bounds.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29333,Out-of-bounds read,High,03/19/25,Critical,Other,/code/src/game_iw9/bgame/bg_scr_main.cpp,BGScr_SetSavedDvar,Production,Suspicious,AI,2025-03-21,false,text is set based on sting which is MAX_INFO_STRING = 1024,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,7371
29318,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game/g_scr_weapon.cpp,GScr_Weapon_SetWeapon,Production,Suspicious,,2025-04-08,false,No bounds checking on index that GScr_Weapon_Create returns,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,3785
29316,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/game_iw9/game_mp/g_scr_main_mp.cpp,GScr_MainMP_IsEnumValueValid,Production,Suspicious,,2025-04-09,false,"No bounds checking on index
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,10140
29305,Out-of-bounds access,High,03/19/25,Critical,Other,/code/src/script/scr_readwrite.cpp,Scr_DoLoadEntity,Production,Suspicious,,2025-04-08,false,No bounds checking on index that GScr_Weapon_Load returns,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1324
29193,Out-of-bounds write,High,03/05/25,Critical,Other,/code/src/gfx/r_nlg_atlas.cpp,AllocateAtlasZone,Production,Suspicious,,2025-03-11,false,"one when no bit is clear, firstBitClear returns length of string",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1135
29190,Out-of-bounds write,High,03/05/25,Critical,Other,/code/src/gfx/rb_data_copier.cpp,AllocTempCPUFence,Production,Suspicious,,2025-03-11,false,"one when no bit is clear, firstBitClear returns length of string",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1157
29171,Out-of-bounds access,High,02/25/25,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_BeginZoneLoad,Production,Suspicious,,2025-04-09,false,"No bounds checking on index, devs put in check in db_zones: shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2004
29160,Out-of-bounds write,High,02/25/25,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_BeginZoneLoad,Production,Suspicious,index_overrun,2025-04-15,false,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1959
29137,Out-of-bounds access,High,02/10/25,Critical,Other,/code/src/physics/Private/Core/PhysicsRT_Ref.cpp,PhysicsRT_GetEntityNum,Production,Suspicious,,2025-04-09,false,no bounds checking,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
29134,Out-of-bounds write,High,02/10/25,Critical,Other,/code/src/gfx/r_taskgraph_compile_barriers.cpp.h,R_TG_Barrier2_FlushElements,Production,Suspicious,AI,2025-03-19,false,"Index comes in from R_TG_Barrier2_FlushBarriers which gets it from R_TG_Barrier2_BuildForEnd as taskInfo.taskIndex.  No where in there were bounds checks.  Unable to search entire codebase for all places taskInfo.taskIndex, but if there is something preventing it from going over 999, this could be not exploitable.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,898
29043,Out-of-bounds read,High,01/29/25,Critical,Other,/code/src/mapVoxelizedState/MapVoxelizedState_RingBufferReceive.cpp,MapVoxelizedState_RingBufferReceive_ReadStaleSnapshot,Production,Suspicious,,2025-04-09,false,No bounds checking on index ,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
29030,Out-of-bounds read,High,01/24/25,Critical,Other,/code/src/game_shared/game/common_item/g_common_item.cpp,G_CommonItem_DisableOverlappingCoverNodesForInstance,Production,Suspicious,,2025-04-09,false,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,366
29025,Out-of-bounds read,High,01/24/25,Critical,Other,/code/src/dynentity/DynEntity_spatial.cpp,DynEntCL_Spatial_FindPartitionForDynEnt,Production,Suspicious,,2025-04-09,false,No bounds checking on index ,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27771,Out-of-bounds read,High,11/22/24,Critical,Other,/code/src/game_iw9/bgame/asm/bg_player_asm_util.cpp,BG_PlayerASM_IsTransitionQuadrant,Production,Suspicious,,2025-04-09,false,"No bounds checking on index, ",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,3235
27732,Out-of-bounds access,High,11/22/24,Critical,Other,/code/src/dlog/dlog_bindings.cpp,DLog_LuaValue,Production,Suspicious,,2025-04-09,false,"No bounds checking on index.  The max this line can get to is 15.  int tt = ( int )( ( U64x( 86b07a, 90542110 ) >> 4 * t ) & 15u );
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,92
27550,Out-of-bounds read,High,10/30/24,Critical,Other,/code/src/game_iw9/bgame/asm/bg_player_asm_util.cpp,BG_PlayerASM_IsTransitionInputClockwise,Production,Suspicious,,2024-10-30,false,index < PLAYERASM_CMD_BUFFER_SIZE should be first in the while to prevent overrun.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,3344
27541,Out-of-bounds access,High,10/30/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,RecreateElementWithSubType,Production,Suspicious,,2024-10-30,false,assert( BGVehicles::PhysicsIsValid( elmId.GetVehicleId() ) ); tells me there is concern that this will get out of range and there is no check to ensure it does not.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
27485,Out-of-bounds write,High,10/21/24,Critical,Other,/code/src/game_iw9/game/ai/ai_interaction_manager.cpp,DynamicInteractionPartitioning_AddInteractionToGrid,Production,Suspicious,,2024-11-05,,"if no bits are clear, firstBitClear will return MAX_DYNAMIC_RUNTIME_INTERACTION_COUNT = 1024 so using that as an index will be off by 1.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,246
27427,Out-of-bounds access,High,10/14/24,Critical,Other,/code/src/game_iw9/bgame/lwagent/pathtimeline/bg_pathtimeline.cpp,FindPosOnPath,Production,Suspicious,,,,"foundSegmentIndex would not be changed of numOfSegments is zero or ""length"" is larger than the length of all segments.  I suspect its impossible  for that to happen, but tracing the code I was unable to reasonably tell.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,192
27425,Out-of-bounds read,High,10/14/24,Critical,Other,/code/src/game_shared/bgame/bg_ai.cpp,GetAnimMappingEntry,Production,Suspicious,,,,cod\trunk\code\src\game_iw9\bgame\bg_lwagent_wander.cpp calls GetAnimMappingEntry with szAliasName which is uninitialized.  This will likely cause GetAnimMappingType to return 11 which will cause an overrun on line 212.  The other calls to GetAnimMappingEntry send hardcoded values that will not cause a problem.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,218
27415,Out-of-bounds read,High,10/02/24,Critical,Other,/code/src/game_iw9/cgame/cg_client_character.cpp,operator (),Production,Suspicious,OVERRUN,2024-10-30,false,There is nothing ensuring animType is in bounds.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,2458
27396,Out-of-bounds access,High,09/27/24,Critical,Other,/code/src/gfx/r_amd_ffx_security.h,Trust_VerifyEmbeddedSignature,Production,Suspicious,OVERRUN,2024-11-07,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,98
27392,Out-of-bounds read,High,09/27/24,Critical,Other,/code/src/game_shared/bgame/common_item/bg_common_item.cpp,BG_CommonItem_CheckIfItemDefHasTag,Production,Suspicious,OVERRUN,2024-11-07,,"Checking for index <= COMMON_ITEM_RARITY_STANDARD_MAX allows the index to be 15, but itemsData.itemListData.itemRarityNames is initialized with COMMON_ITEM_RARITY_STANDARD_MAX which means that it should be 0-14, not 0-15.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,796
27377,Out-of-bounds access,High,09/27/24,Critical,Other,/code/src/weather/weather_griddynamic.cpp,Weather_GridDynamic_IsPrecipitating,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,428
27376,Out-of-bounds access,High,09/27/24,Critical,Other,/code/src/weather/weather_griddynamic.cpp,Weather_GridDynamic_UpdateTiles,Production,Suspicious,index_overrun,2025-04-15,,no bounds check,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,369
27360,Out-of-bounds read,High,09/16/24,Critical,Other,/code/src/db_zlib/db_inftrees.cpp,db_huft_build,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27300,Out-of-bounds read,High,09/16/24,Critical,Other,/code/src/db_zlib/db_inftrees.cpp,db_huft_build,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,195
27244,Out-of-bounds read,High,09/11/24,Critical,Other,/code/src/game_iw9/cgame/cg_pose.cpp,CG_Pose_DoBaseOriginController,Production,Suspicious,OVERRUN,2024-12-15,,"DObjGetRootBoneCount may return zero, so this is possible.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27190,Out-of-bounds write,High,09/10/24,Critical,Other,/code/common/libs/fracture/fracture/half_edge_clipper.cpp,GetHalfEdgeMesh,Production,Suspicious,OVERRUN,2025-04-11,,No bounds checking and sanitymsg shows concern,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,36
27182,Out-of-bounds write,High,09/10/24,Critical,Other,/code/src/weather/weather_griddynamic_streamer_tile.inl,Weather_GridDynamic_Tile_Downscale,Production,Suspicious,OVERRUN,2025-04-09,,No bounds checking on index ,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
27174,Out-of-bounds read,High,09/10/24,Critical,Other,/code/src/weather/weather_griddynamic_streamer_tile.inl,Weather_GridDynamic_Tile_Downscale,Production,Suspicious,OVERRUN,2025-04-09,,No bounds checking on index,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27097,Out-of-bounds read,High,08/23/24,Critical,Other,/code/src/game_iw9/cgame/cg_hang.cpp,CG_Hang_PopulateIKTimings,Production,Suspicious,OVERRUN,,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27094,Out-of-bounds read,High,08/23/24,Critical,Other,/code/src/database/db_binarypatch_load.cpp,DB_BinaryPatch_BeginManifestLoad,Production,Suspicious,OVERRUN,,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,501
27093,Out-of-bounds read,High,08/23/24,Critical,Other,/code/src/database/db_binarypatch_load.cpp,DB_BinaryPatch_BeginManifestLoad,Production,Suspicious,OVERRUN,,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,505
27064,Out-of-bounds access,High,08/01/24,Critical,Other,/code/src/game_iw9/game/g_objectives.cpp,G_Objectives_Update,Production,Suspicious,OVERRUN,2025-04-14,,"No bounds checking on index 
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4534
27060,Out-of-bounds access,High,08/01/24,Critical,Other,/code/src/game_iw9/game_sp/g_pip_sp.cpp,G_PIP_Read,Production,Suspicious,OVERRUN,2025-03-21,,Overrunning buffer pointed to by &g_badplaces[i] of 704 bytes by passing it to a function which accesses it at byte offset 17431,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1145
27059,Out-of-bounds write,High,08/01/24,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_SetZoneFlag,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1710
27056,Out-of-bounds read,High,08/01/24,Critical,Other,/code/src/universal/atvi_stb_image.cpp,stbi__parse_huffman_block,Production,Suspicious,OVERRUN,2024-10-30,false,There are no checks to ensure the index is below 32.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27055,Out-of-bounds read,High,08/01/24,Critical,Other,/code/src/universal/atvi_stb_image.cpp,stbi__parse_huffman_block,Production,Suspicious,OVERRUN,2024-10-30,false,There are no checks to ensure the index is below 32.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5538
27054,Out-of-bounds read,High,08/01/24,Critical,Other,/code/src/PatchCollision/PatchCollision_AreaSwap.cpp,PatchCollision_AreaSwap_GetShapeForLoad,Production,Suspicious,OVERRUN,,,"No bounds checking on shapeIdx in get idx nor here, devs put in assert shows concern",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,440
27046,Out-of-bounds write,High,08/01/24,Critical,Other,/code/src/qcommon/com_player_data_objectstore.cpp,Com_PlayerData_CacheStatsGroupData,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,188
27044,Out-of-bounds write,High,08/01/24,Critical,Other,/code/src/netconststrings/NetConstStrings_dvar.cpp,NetConstStrings_RegisterScriptDvars,Production,Suspicious,OVERRUN,2024-12-03,,"if it comes into the switch with s_codInfoDvarCount =113, and domainStr[0] = 'c', this will be a problem.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,196
27043,Out-of-bounds write,High,08/01/24,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_Init,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,345
27036,Out-of-bounds access,High,08/01/24,Critical,Other,/code/src/game_iw9/game_sp/g_moving_platforms_sp.cpp,SaveSP_Read,Production,Suspicious,OVERRUN,2025-03-21,,Overrunning struct type GMovingPlatformClient of 184 bytes by passing it to a function which accesses it at byte offset 17431,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,80
27034,Out-of-bounds read,High,08/01/24,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_UpdateZoneFlagLoadOrder,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in shows concern",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,383
27031,Out-of-bounds read,High,08/01/24,Critical,Other,/code/src/universal/atvi_stb_image.cpp,stbi__parse_huffman_block,Production,Suspicious,OVERRUN,2024-10-30,false,There are no checks to ensure the index is below 32.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
27029,Out-of-bounds write,High,08/01/24,Critical,Other,/code/src/database/db_zones.cpp,DB_Zones_ResetZoneFlag,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1723
27025,Out-of-bounds read,High,08/01/24,Critical,Other,/code/src/universal/atvi_stb_image.cpp,stbi__parse_huffman_block,Production,Suspicious,OVERRUN,2024-10-30,false,There are no checks to ensure the index is below 32.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5548
27016,Buffer not null terminated,High,07/31/24,Critical,Other,/code/src/online/online_archive_replay_playback.cpp,Online_ArchiveReplayPlayback_Setup,Production,Suspicious,other,,,,BUFFER_SIZE,170,Absent,Quality,ATVI-CoD-trunk,1412
26847,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/gfx/r_enumerate.cpp,R_UpdateCurrentAndDefaultAdapter,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in com_printf shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1740
26822,Illegal address computation,High,07/31/24,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_GetDownloadHistoryText,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5723
26803,Out-of-bounds read,High,07/31/24,Critical,Other,/code/src/qcommon/com_storage.cpp,LiveStorage_IsStatsGroupObfuscated,Production,Suspicious,OVERRUN,,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1640
26790,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_storage.cpp,LiveStorage_GetPlayerDataBufferSize,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1692
26768,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_player_data.cpp,Com_PlayerData_GetStatsGroupSize,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,316
26759,Out-of-bounds write,High,07/31/24,Critical,Other,/code/src/game_shared/cgame/ClientModel/CG_ClientModel.cpp,CG_ClientModel_DeferredCollisions_ExecuteVelocitiesSubRequestRun,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5127
26671,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/online/online_userprofiles/online_userprofiles_manager.cpp,GetUserProfileForUI,Production,Suspicious,,2025-05-01,false,GetActiveGameModeBlobType returns a value of type UserProfileType which can be up to 9 but 9 is UserProfileType::INVALID so that would exit at line 292. So max is 8 at this point and bounds are not checked.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,377
26580,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/net_packet.cpp,GetChannel,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,214
26523,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_player_data.cpp,Com_PlayerData_GetStatsGroupOffset,Production,Suspicious,OVERRUN,2024-12-05,,No bounds check and assert shows developer concern.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,310
26475,Out-of-bounds read,High,07/31/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_leanout.cpp,BG_VehicleLeanOut_StartLerpViewAngles,Production,Suspicious,OVERRUN,,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1518
26379,Out-of-bounds write,High,07/31/24,Critical,Other,/code/src/dynentity/DynEntity_client.cpp,DynEntCL_DeferredCollisions_ExecuteVelocitiesSubRequestRun,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2366
26324,Out-of-bounds read,High,07/31/24,Critical,Other,/code/src/lui/LUI_CoD_Functions.cpp,Engine_GetDownloadHistoryText,Production,Suspicious,OVERRUN,,,,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,5757
26318,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/online/online_userprofiles/online_userprofiles_ddlutils.cpp,ReadCustomizationModelsForProfile,Production,Suspicious,,2025-04-30,false,GetActiveGameModeBlobType returns a value of type UserProfileType which can be up to 9 but 9 is UserProfileType::INVALID so that would exit at line 212. So max is 8 at this point and bounds are not checked.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
26311,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/client/cl_player_data.cpp,CL_PlayerData_SetStatsBlobDirty,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
26284,Illegal address computation,High,07/31/24,Critical,Other,/code/src/qcommon/net_dtls.cpp,RecvFrom,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,227
26280,Out-of-bounds write,High,07/31/24,Critical,Other,/code/src/gfx/r_font.cpp,R_RegisterFont,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2965
26273,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_storage.cpp,LiveStorage_GetStatsGroupBuffer,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1620
26235,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/qcommon/com_player_data.cpp,Com_PlayerData_GetStatsGroupDataSize,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,322
26124,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_iw9/cgame_sp/cg_servercmds_sp.cpp,CG_ServerCmdSP_LocalSoundPlay,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,897
26045,Copy into fixed size buffer,Low,07/31/24,Critical,Other,/code/src/online/online_instance_inventory_common.cpp,Online_InstanceInventory_ReadGameModeSettings,Production,Suspicious,other,,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,79
26034,Out-of-bounds access,High,07/31/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementById,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,The id would have to be >128.  There is nothing preventing that and devs added a assert( elmId.IsValid() ); so that shows there is some concern.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,139
25987,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics_PhysicsBehavior.cpp,WaterDynamic_PhysicsBehaviour_IsInDelay,Production,Suspicious,"OVERRUN,physicsCode",2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,989
25764,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_utils.cpp,CG_Utils_ProcessNotetracksWorldRemap,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert in GetEntity( shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1168
25720,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/online/online_archive_replay_playback.cpp,Read,Production,Suspicious,OVERRUN,2025-04-09,,MSG_ReadByte can return -1 and there is no bounds checking.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,652
25520,Untrusted value as argument,Medium,03/29/24,Critical,Other,/code/src/server_mp/sv_snapshot_workers_mp.cpp,SV_SnapWorkersMP_BuildServerScriptablesCmd,Production,Suspicious,downcasting,,,,TAINTED_SCALAR,20,Absent,Various,ATVI-CoD-trunk,Various
25502,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/dynentity/DynEntity_spatial.cpp,DynEntCL_Spatial_MarkIfMissingCollisionTiles,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,633
25352,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/common_item/bg_common_item.cpp,BG_CommonItem_GenerateFullWeaponStrings,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in check above shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
25232,Out-of-bounds write,High,03/29/24,Critical,Other,/code/libs/ddl/src/ddl/ddl_parse.cpp,DDL_ParseExt,Production,Suspicious,OVERRUN,2025-04-14,,No bounds checking on index,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,386
25193,Out-of-bounds read,High,03/29/24,Critical,Other,/code/libs/ddl/src/ddl/ddl_parse.cpp,DDL_BeginParseSession,Production,Suspicious,OVERRUN,2025-04-15,,"No bounds checking on index 
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,199
25110,Buffer not null terminated,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_client_character.cpp,CG_ClientCharacter_CreateNoteModel,Production,Suspicious,other,,false,,BUFFER_SIZE,170,Absent,Quality,ATVI-CoD-trunk,Various
25077,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/client_mp/cl_parse_mp.cpp,CL_ParseMP_ParsePacketEntities,Production,Suspicious,OVERRUN,2025-04-14,,"No bounds checking on index 
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,888
24998,Copy into fixed size buffer,Low,03/29/24,Critical,Other,/code/src/online/online_friends_crossplay.cpp,CheckMessageProfanityComplete,Production,Suspicious,other,,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,1846
24714,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/online/player_socialdata/player_socialdata_system.inl,GetComponent,Production,Suspicious,OVERRUN,2025-03-22,,HandleValueToComponentIndex could set index to up to 1023 and there is no bounds checking.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24664,Copy into fixed size buffer,Low,03/29/24,Critical,Other,/code/src/online/online_archive_replay_playback.cpp,Init,Production,Suspicious,other,,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,4252
24600,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_weapons.cpp,CG_Weapon_AddViewmodelHand,Production,Suspicious,OVERRUN,2025-04-14,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
